,countrySubd,locality,attomId,saleTransDate,proptype,yearbuilt,universalsize,beds,bathstotal,zipcode
2013,DE,FELTON,13765039,2008-08-15,SFR,2008,1715.0,3.0,3.0,19943
2014,DE,FELTON,14205104,2021-02-18,SFR,1999,1144.0,3.0,2.0,19943
2015,DE,FELTON,14206120,2022-07-01,SFR,1975,952.0,3.0,1.0,19943
2016,DE,FELTON,14242701,2016-08-15,SFR,2003,1664.0,3.0,2.0,19943
2017,DE,FELTON,14418402,2013-11-15,SFR,1999,1400.0,3.0,2.0,19943
2018,DE,FELTON,14699699,2008-07-07,SFR,1996,1456.0,3.0,2.0,19943
2019,DE,FELTON,14889212,2008-03-03,SFR,1995,1248.0,3.0,2.0,19943
2020,DE,FELTON,14889374,2020-03-13,SFR,1946,800.0,2.0,1.0,19943
2021,DE,FELTON,14892140,2017-07-10,SFR,1976,1860.0,3.0,2.0,19943
2022,DE,FELTON,15043523,2021-01-08,SFR,2006,2264.0,4.0,3.0,19943
2023,DE,FELTON,15088508,2019-12-03,SFR,2008,2156.0,3.0,3.0,19943
2024,DE,FELTON,15536491,2021-05-27,SFR,2007,2343.0,4.0,4.0,19943
2025,DE,FELTON,15536689,2021-10-04,SFR,1994,1806.0,3.0,3.0,19943
2026,DE,FELTON,15812864,2008-03-14,SFR,1975,1388.0,3.0,1.0,19943
2027,DE,FELTON,15960953,2004-09-29,SFR,2004,2832.0,3.0,3.0,19943
2028,DE,FELTON,16050597,2004-07-29,SFR,2005,2080.0,3.0,3.0,19943
2029,DE,FELTON,16063352,2020-01-14,SFR,2021,3169.0,4.0,4.0,19943
2030,DE,FELTON,16128355,2018-04-30,SFR,1998,1344.0,3.0,1.0,19943
2031,DE,FELTON,16688778,2018-12-26,SFR,1972,1123.0,3.0,1.0,19943
2032,DE,FELTON,16688781,2012-05-09,,1980,1056.0,3.0,2.0,19943
2033,DE,FELTON,17067697,2022-04-27,SFR,1974,1056.0,3.0,1.0,19943
2034,DE,FELTON,18305425,2020-05-05,SFR,1992,1148.0,3.0,2.0,19943
2035,DE,FELTON,19352441,2017-08-11,SFR,1958,1536.0,2.0,1.0,19943
2036,DE,FELTON,19359070,2009-07-24,SFR,1998,1232.0,3.0,2.0,19943
2037,DE,FELTON,20909923,2009-11-05,SFR,1987,1248.0,4.0,1.0,19943
2038,DE,FELTON,21899755,2008-04-30,SFR,1994,1736.0,3.0,3.0,19943
2039,DE,FELTON,21899756,2017-11-17,SFR,1996,1448.0,3.0,2.0,19943
2040,DE,FELTON,21899760,2020-01-31,SFR,1992,1736.0,3.0,2.0,19943
2041,DE,FELTON,21899761,2015-07-30,SFR,1994,1840.0,3.0,2.0,19943
2042,DE,FELTON,21899762,2004-09-03,SFR,1994,1576.0,3.0,2.0,19943
2043,DE,FELTON,21899763,2018-05-14,SFR,1995,2240.0,3.0,3.0,19943
2044,DE,FELTON,21899765,2017-05-15,SFR,1987,960.0,3.0,2.0,19943
2045,DE,FELTON,22231007,2016-04-25,SFR,1985,1284.0,2.0,2.0,19943
2046,DE,FELTON,22718375,2015-09-18,SFR,1995,1120.0,3.0,2.0,19943
2047,DE,FELTON,22788445,2020-09-17,SFR,2002,1614.0,3.0,3.0,19943
2048,DE,FELTON,23426423,2017-06-15,SFR,1974,1088.0,3.0,1.0,19943
2049,DE,FELTON,23685055,2022-08-04,SFR,1994,1416.0,3.0,2.0,19943
2050,DE,FELTON,23685059,2021-02-25,SFR,2003,2028.0,3.0,3.0,19943
2051,DE,FELTON,23810293,2017-03-31,SFR,1980,1080.0,2.0,1.0,19943
2052,DE,FELTON,23810296,2019-02-11,SFR,1980,1200.0,3.0,1.0,19943
2053,DE,FELTON,23810299,2018-11-30,SFR,2002,1661.0,3.0,2.0,19943
2054,DE,FELTON,23810300,2008-06-27,SFR,1995,1776.0,3.0,2.0,19943
2055,DE,FELTON,23810301,2017-10-25,SFR,2005,1973.0,3.0,2.0,19943
2056,DE,FELTON,23810304,2004-11-19,SFR,2005,1664.0,3.0,3.0,19943
2057,DE,FELTON,23810306,2021-09-25,SFR,2006,2066.0,3.0,2.0,19943
2058,DE,FELTON,24292647,2018-04-20,SFR,1967,1848.0,3.0,3.0,19943
2059,DE,FELTON,24417302,2022-05-12,SFR,2021,2335.0,3.0,3.0,19943
2060,DE,FELTON,23974983,2004-08-16,SFR,2003,2626.0,4.0,3.0,19943
2061,DE,FELTON,23974982,2004-10-26,SFR,2004,2783.0,4.0,3.0,19943
2062,DE,FELTON,23974980,2004-07-28,SFR,2004,2523.0,4.0,3.0,19943
2063,DE,FELTON,23974979,2015-02-06,SFR,1900,1920.0,3.0,1.0,19943
2064,DE,FELTON,23974978,2004-08-31,SFR,2004,2636.0,3.0,3.0,19943
2065,DE,FELTON,23974977,2004-09-28,SFR,2003,1808.0,3.0,2.0,19943
2066,DE,FELTON,23974976,2004-04-16,SFR,2004,2769.0,4.0,3.0,19943
2067,DE,FELTON,23927946,2011-08-22,SFR,1997,1248.0,3.0,2.0,19943
2068,DE,FELTON,23815325,2008-07-09,SFR,1900,799.0,2.0,1.0,19943
2069,DE,FELTON,23815323,2016-06-07,SFR,1975,1120.0,3.0,1.0,19943
2070,DE,FELTON,23815321,2018-06-11,SFR,1974,1780.0,2.0,1.0,19943
2071,DE,FELTON,23813938,2015-12-17,SFR,2021,1744.0,1.0,1.0,19943
2072,DE,FELTON,23813933,2019-04-23,SFR,1970,1848.0,4.0,2.0,19943
2073,DE,FELTON,23813420,2008-06-23,SFR,2008,2272.0,3.0,3.0,19943
2074,DE,FELTON,23810911,2022-08-19,SFR,1973,1154.0,3.0,2.0,19943
2075,DE,FELTON,23810907,2017-11-09,SFR,1976,1088.0,3.0,1.0,19943
2076,DE,FELTON,26145431,2021-11-30,SFR,2002,1248.0,3.0,2.0,19943
2077,DE,FELTON,26145432,2018-07-31,SFR,2001,1248.0,3.0,2.0,19943
2078,DE,FELTON,26145438,2017-02-13,SFR,2001,1932.0,3.0,3.0,19943
2079,DE,FELTON,26454055,2010-02-04,SFR,2009,2570.0,4.0,4.0,19943
2080,DE,FELTON,23810906,2021-01-12,SFR,1978,1056.0,3.0,2.0,19943
2081,DE,FELTON,23810902,2016-06-30,SFR,1987,1056.0,3.0,2.0,19943
2082,DE,FELTON,23764404,2009-06-15,SFR,1970,2760.0,4.0,3.0,19943
2083,DE,FELTON,26735123,2017-09-06,SFR,2006,2860.0,4.0,3.0,19943
2084,DE,FELTON,26735126,2014-06-12,SFR,1998,1434.0,3.0,2.0,19943
2085,DE,FELTON,27562898,2019-05-23,SFR,1958,1196.0,2.0,1.0,19943
2086,DE,FELTON,27563242,2019-10-23,SFR,2008,1680.0,3.0,3.0,19943
2087,DE,FELTON,27564478,2008-06-05,SFR,2007,2268.0,4.0,3.0,19943
2088,DE,FELTON,27565036,2007-12-13,SFR,2004,2220.0,3.0,3.0,19943
2089,DE,FELTON,23764393,2009-07-03,SFR,1980,1200.0,3.0,1.0,19943
2090,DE,FELTON,27572272,2021-10-27,SFR,2008,2164.0,4.0,3.0,19943
2091,DE,FELTON,23764324,2019-10-04,SFR,1992,1456.0,3.0,2.0,19943
2092,DE,FELTON,27575219,2021-04-30,SFR,2008,2404.0,4.0,5.0,19943
2093,DE,FELTON,23061327,2008-02-15,SFR,1999,1474.0,3.0,2.0,19943
2094,DE,FELTON,23061324,2016-05-31,SFR,1999,2473.0,4.0,3.0,19943
2095,DE,FELTON,27587305,2008-04-30,SFR,1997,2060.0,3.0,3.0,19943
2096,DE,FELTON,27587329,2007-11-30,SFR,2007,2448.0,3.0,4.0,19943
2097,DE,FELTON,23061323,2018-12-28,SFR,1995,1230.0,3.0,2.0,19943
2098,DE,FELTON,23061322,2012-06-14,SFR,1969,4193.0,3.0,4.0,19943
2099,DE,FELTON,23061321,2008-06-19,SFR,1995,1200.0,3.0,2.0,19943
2100,DE,FELTON,22977139,2016-08-26,SFR,2002,1059.0,3.0,2.0,19943
2101,DE,FELTON,22754440,2007-03-30,SFR,1940,1008.0,2.0,1.0,19943
2102,DE,FELTON,27599579,2008-01-18,SFR,1975,2016.0,4.0,2.0,19943
2103,DE,FELTON,22754439,2022-07-20,SFR,1978,960.0,2.0,1.0,19943
2104,DE,FELTON,22754437,2018-10-26,SFR,1970,1152.0,3.0,1.0,19943
2105,DE,FELTON,27605329,2012-12-24,SFR,2002,2043.0,3.0,3.0,19943
2106,DE,FELTON,27608229,2008-03-12,SFR,2008,1315.0,3.0,2.0,19943
2107,DE,FELTON,27608784,2008-03-26,SFR,1980,1504.0,4.0,3.0,19943
2108,DE,FELTON,22754433,2018-10-12,SFR,1974,1548.0,3.0,1.0,19943
2109,DE,FELTON,29981212,2022-11-21,SFR,1978,1008.0,2.0,2.0,19943
2110,DE,FELTON,22723262,2023-03-30,SFR,1980,1352.0,3.0,2.0,19943
2111,DE,FELTON,30042758,2007-06-22,SFR,2007,1288.0,3.0,2.0,19943
2112,DE,FELTON,30596055,2017-09-07,SFR,1965,1152.0,4.0,1.0,19943
2113,DE,FELTON,30596061,2005-05-04,SFR,1930,728.0,2.0,1.0,19943
2114,DE,FELTON,22155328,2004-07-12,SFR,2005,2124.0,4.0,3.0,19943
2115,DE,FELTON,30682658,2021-05-26,SFR,2002,1843.0,3.0,3.0,19943
2116,DE,FELTON,30682708,2007-07-31,SFR,2004,1566.0,3.0,2.0,19943
2117,DE,FELTON,30719212,2019-07-30,SFR,1998,2120.0,3.0,3.0,19943
2118,DE,FELTON,30719336,2016-02-26,SFR,2007,2251.0,4.0,3.0,19943
2119,DE,FELTON,21171152,2009-09-29,SFR,1998,1248.0,3.0,2.0,19943
2120,DE,FELTON,30721403,2012-04-17,,1948,792.0,1.0,1.0,19943
2121,DE,FELTON,30726662,2007-05-11,SFR,2005,2048.0,3.0,3.0,19943
2122,DE,FELTON,30727237,2016-11-23,SFR,1990,1888.0,3.0,2.0,19943
2123,DE,FELTON,30733732,2007-08-23,SFR,1965,1120.0,3.0,2.0,19943
2124,DE,FELTON,21171115,2009-02-25,SFR,2002,1248.0,3.0,2.0,19943
2125,DE,FELTON,30749921,2021-02-18,SFR,2007,2367.0,4.0,4.0,19943
2126,DE,FELTON,21127389,2018-09-06,SFR,1994,1624.0,3.0,3.0,19943
2127,DE,FELTON,30761439,2023-03-22,SFR,1976,1604.0,3.0,2.0,19943
2128,DE,FELTON,30767774,2007-05-30,SFR,2007,2166.0,4.0,3.0,19943
2129,DE,FELTON,20366320,2015-05-29,SFR,1984,1568.0,3.0,2.0,19943
2130,DE,FELTON,20366318,2018-09-28,SFR,1991,1568.0,3.0,2.0,19943
2131,DE,FELTON,20366317,2021-12-22,SFR,1959,1890.0,3.0,1.0,19943
2132,DE,FELTON,30804092,2021-06-15,SFR,1995,2119.0,2.0,3.0,19943
2133,DE,FELTON,20366316,2021-05-07,SFR,1960,1928.0,3.0,1.0,19943
2134,DE,FELTON,20366315,2014-01-29,SFR,2007,3379.0,4.0,4.0,19943
2135,DE,FELTON,30836793,2021-10-15,SFR,2007,2160.0,3.0,3.0,19943
2136,DE,FELTON,20366314,2020-06-09,SFR,2000,1596.0,3.0,3.0,19943
2137,DE,FELTON,19482997,2020-11-23,SFR,1940,1080.0,2.0,1.0,19943
2138,DE,FELTON,19182806,2013-01-16,SFR,1960,1110.0,2.0,1.0,19943
2139,DE,FELTON,30871507,2007-03-30,SFR,2001,1661.0,3.0,2.0,19943
2140,DE,FELTON,18927635,2009-05-07,SFR,2000,1693.0,3.0,2.0,19943
2141,DE,FELTON,30879045,2016-04-21,MOBILE HOME,2002,1562.0,3.0,2.0,19943
2142,DE,FELTON,18927632,2013-05-17,SFR,1993,3728.0,4.0,3.0,19943
2143,DE,FELTON,18927631,2013-08-15,SFR,1987,1432.0,2.0,2.0,19943
2144,DE,FELTON,30910286,2021-08-19,SFR,2007,5945.0,5.0,5.0,19943
2145,DE,FELTON,18927629,2019-07-29,,1930,400.0,1.0,1.0,19943
2146,DE,FELTON,30918964,2007-01-31,SFR,1988,1008.0,3.0,1.0,19943
2147,DE,FELTON,30922895,2007-07-30,SFR,2005,2287.0,3.0,2.0,19943
2148,DE,FELTON,30923675,2015-03-16,SFR,1870,3382.0,4.0,3.0,19943
2149,DE,FELTON,30924843,2017-10-31,SFR,2007,2161.0,3.0,3.0,19943
2150,DE,FELTON,30927615,2007-05-29,SFR,2007,1942.0,4.0,3.0,19943
2151,DE,FELTON,30944489,2007-06-19,SFR,1926,2432.0,3.0,3.0,19943
2152,DE,FELTON,30946702,2012-02-09,SFR,1880,1988.0,3.0,3.0,19943
2153,DE,FELTON,30955544,2011-07-12,SFR,2004,2048.0,3.0,2.0,19943
2154,DE,FELTON,30958711,2018-11-16,SFR,2007,2104.0,4.0,3.0,19943
2155,DE,FELTON,18927576,2004-04-08,SFR,2004,1915.0,3.0,3.0,19943
2156,DE,FELTON,30964008,2007-04-26,SFR,1980,1104.0,3.0,1.0,19943
2157,DE,FELTON,18927575,2018-02-16,SFR,1940,1372.0,3.0,1.0,19943
2158,DE,FELTON,18927570,2020-10-21,SFR,1986,1744.0,3.0,2.0,19943
2159,DE,FELTON,34858246,2015-09-25,SFR,1900,2688.0,4.0,2.0,19943
2160,DE,FELTON,34858258,2011-03-03,SFR,1980,1040.0,3.0,1.0,19943
2161,DE,FELTON,18927560,2022-07-22,SFR,1990,1008.0,3.0,1.0,19943
2162,DE,FELTON,34898336,2021-11-08,SFR,2006,2163.0,3.0,3.0,19943
2163,DE,FELTON,18927559,2014-01-31,SFR,1958,1956.0,3.0,2.0,19943
2164,DE,FELTON,18927558,2010-01-06,COMMERCIAL (NEC),2010,6573.0,4.0,2.0,19943
2165,DE,FELTON,18927557,2020-04-24,SFR,2008,1288.0,3.0,2.0,19943
2166,DE,FELTON,18927556,2023-02-14,SFR,1960,1440.0,5.0,1.0,19943
2167,DE,FELTON,18849615,2009-09-25,SFR,1984,1404.0,3.0,2.0,19943
2168,DE,FELTON,18849607,2008-11-12,SFR,1987,1344.0,3.0,2.0,19943
2169,DE,FELTON,18849606,2011-11-30,SFR,1958,1440.0,2.0,1.0,19943
2170,DE,FELTON,39614927,2009-06-15,SFR,2004,1566.0,3.0,2.0,19943
2171,DE,FELTON,18849605,2012-09-05,SFR,1957,1008.0,2.0,2.0,19943
2172,DE,FELTON,17387111,2015-09-18,SFR,1977,1628.0,2.0,1.0,19943
2173,DE,FELTON,17271984,2008-05-28,SFR,1966,1008.0,3.0,1.0,19943
2174,DE,FELTON,17249811,2005-01-18,SFR,1988,1620.0,3.0,2.0,19943
2175,DE,FELTON,17039728,2008-06-23,SFR,1995,1848.0,3.0,2.0,19943
2176,DE,FELTON,16891132,2004-12-03,SFR,1991,1056.0,3.0,2.0,19943
2177,DE,FELTON,16891128,2010-11-19,SFR,2007,1787.0,3.0,3.0,19943
2178,DE,FELTON,16891127,2008-01-05,SFR,1977,2128.0,3.0,2.0,19943
2179,DE,FELTON,39645860,2015-08-28,SFR,2005,1965.0,3.0,2.0,19943
2180,DE,FELTON,16891122,2009-09-28,SFR,1975,988.0,3.0,1.0,19943
2181,DE,FELTON,16891121,2022-02-17,SFR,1940,1280.0,2.0,2.0,19943
2182,DE,FELTON,16891118,2006-09-07,SFR,1974,1040.0,2.0,2.0,19943
2183,DE,FELTON,16891114,2004-05-25,SFR,2002,1336.0,3.0,2.0,19943
2184,DE,FELTON,16891113,2017-08-31,SFR,2002,1056.0,3.0,2.0,19943
2185,DE,FELTON,16891111,2016-06-29,SFR,2002,1248.0,3.0,2.0,19943
2186,DE,FELTON,16891110,2013-01-06,SFR,2002,1508.0,3.0,2.0,19943
2187,DE,FELTON,16891109,2021-02-17,SFR,2002,1248.0,3.0,2.0,19943
2188,DE,FELTON,16891108,2016-06-29,SFR,1973,1056.0,3.0,1.0,19943
2189,DE,FELTON,16891107,2019-10-28,SFR,1972,1056.0,3.0,1.0,19943
2190,DE,FELTON,39670464,2018-07-20,SFR,1956,960.0,2.0,1.0,19943
2191,DE,FELTON,16891106,2018-05-31,SFR,1972,1056.0,3.0,1.0,19943
2192,DE,FELTON,39671168,2004-11-19,SFR,1990,1488.0,3.0,2.0,19943
2193,DE,FELTON,16891102,2023-01-06,SFR,1976,1056.0,3.0,1.0,19943
2194,DE,FELTON,16890946,2009-12-30,SFR,2006,2417.0,4.0,3.0,19943
2195,DE,FELTON,16890945,2011-11-22,SFR,2007,2858.0,3.0,3.0,19943
2196,DE,FELTON,16890944,2017-04-08,SFR,2007,2832.0,4.0,3.0,19943
2197,DE,FELTON,16890943,2004-11-30,SFR,2006,1836.0,3.0,2.0,19943
2198,DE,FELTON,16890942,2013-08-06,SFR,2006,2663.0,4.0,3.0,19943
2199,DE,FELTON,16890941,2016-05-27,SFR,2006,2640.0,4.0,3.0,19943
2200,DE,FELTON,16890940,2004-11-30,SFR,2006,2860.0,4.0,3.0,19943
2201,DE,FELTON,16890939,2017-09-18,SFR,2007,1456.0,3.0,2.0,19943
2202,DE,FELTON,39692847,2004-08-17,SFR,2003,2728.0,4.0,3.0,19943
2203,DE,FELTON,39693523,2010-07-30,SFR,2004,1566.0,3.0,2.0,19943
2204,DE,FELTON,16890937,2021-09-15,SFR,2007,1562.0,3.0,2.0,19943
2205,DE,FELTON,16890936,2007-12-06,SFR,1976,1649.0,3.0,2.0,19943
2206,DE,FELTON,16890935,2022-04-20,SFR,2007,2334.0,4.0,4.0,19943
2207,DE,FELTON,39695402,2005-04-07,SFR,2006,3332.0,4.0,3.0,19943
2208,DE,FELTON,16890934,2017-10-18,SFR,1998,1676.0,3.0,3.0,19943
2209,DE,FELTON,16825790,2011-05-23,SFR,2001,1299.0,3.0,2.0,19943
2210,DE,FELTON,39701023,2005-01-18,SFR,2005,1286.0,3.0,2.0,19943
2211,DE,FELTON,39701041,2022-04-22,SFR,2002,1749.0,3.0,3.0,19943
2212,DE,FELTON,16823896,2015-10-19,SFR,1972,1056.0,3.0,1.0,19943
2213,DE,FELTON,16823895,2016-10-26,SFR,1972,1056.0,3.0,1.0,19943
2214,DE,FELTON,16823890,2013-07-02,SFR,1970,1078.0,3.0,1.0,19943
2215,DE,FELTON,16823889,2017-12-29,SFR,2002,1635.0,3.0,2.0,19943
2216,DE,FELTON,39712949,2021-08-10,SFR,2004,1746.0,3.0,3.0,19943
2217,DE,FELTON,16823888,2016-05-23,SFR,2000,2920.0,4.0,3.0,19943
2218,DE,FELTON,16688759,2009-09-10,SFR,1979,1080.0,3.0,2.0,19943
2219,DE,FELTON,16688756,2019-09-20,SFR,2006,3938.0,4.0,3.0,19943
2220,DE,FELTON,16634748,2007-11-08,SFR,1967,2355.0,3.0,3.0,19943
2221,DE,FELTON,16193938,2010-02-23,SFR,2004,3030.0,4.0,3.0,19943
2222,DE,FELTON,16124741,2017-01-20,SFR,1970,1056.0,3.0,2.0,19943
2223,DE,FELTON,16124699,2007-08-31,SFR,2001,1848.0,3.0,2.0,19943
2224,DE,FELTON,16124697,2007-11-02,SFR,1967,1952.0,3.0,2.0,19943
2225,DE,FELTON,39730124,2022-06-24,SFR,1986,2038.0,3.0,3.0,19943
2226,DE,FELTON,16124696,2007-08-28,SFR,1971,1536.0,3.0,3.0,19943
2227,DE,FELTON,39732404,2018-07-30,SFR,2004,2423.0,4.0,3.0,19943
2228,DE,FELTON,16124695,2007-12-28,SFR,2004,2677.0,4.0,3.0,19943
2229,DE,FELTON,39734984,2013-07-12,SFR,2005,2043.0,3.0,2.0,19943
2230,DE,FELTON,16124694,2014-09-04,SFR,1973,1056.0,3.0,1.0,19943
2231,DE,FELTON,39736812,,SFR,1996,2312.0,3.0,2.0,19943
2232,DE,FELTON,39738070,2004-05-21,SFR,2003,2882.0,4.0,3.0,19943
2233,DE,FELTON,16118368,2019-08-02,SFR,2001,3112.0,3.0,3.0,19943
2234,DE,FELTON,39742740,2022-03-11,SFR,1976,1657.0,3.0,2.0,19943
2235,DE,FELTON,39743435,2016-07-01,SFR,2004,1396.0,3.0,2.0,19943
2236,DE,FELTON,16071518,2008-08-26,SFR,1997,960.0,3.0,1.0,19943
2237,DE,FELTON,16010362,2007-07-12,SFR,1987,1256.0,3.0,1.0,19943
2238,DE,FELTON,15717800,2020-07-23,SFR,1998,1319.0,3.0,2.0,19943
2239,DE,FELTON,15714330,2018-07-24,SFR,2005,2270.0,4.0,3.0,19943
2240,DE,FELTON,39754845,2004-04-30,SFR,2004,1541.0,3.0,2.0,19943
2241,DE,FELTON,15637054,2018-05-14,SFR,1968,1008.0,2.0,1.0,19943
2242,DE,FELTON,15636962,2018-09-25,SFR,1973,1400.0,3.0,2.0,19943
2243,DE,FELTON,15599679,2007-06-20,SFR,2003,1281.0,3.0,2.0,19943
2244,DE,FELTON,15599678,2022-10-06,SFR,1960,1632.0,3.0,2.0,19943
2245,DE,FELTON,15599676,2019-04-18,SFR,1998,1404.0,2.0,2.0,19943
2246,DE,FELTON,15599675,2021-08-09,SFR,1986,1104.0,3.0,1.0,19943
2247,DE,FELTON,15594853,2018-06-13,SFR,2004,1580.0,3.0,2.0,19943
2248,DE,FELTON,15430458,2021-09-24,SFR,1900,816.0,2.0,2.0,19943
2249,DE,FELTON,15412520,2008-06-27,SFR,2001,2014.0,4.0,3.0,19943
2250,DE,FELTON,15318792,2023-01-27,SFR,2004,1960.0,3.0,2.0,19943
2251,DE,FELTON,15169523,2008-09-10,SFR,2004,2429.0,4.0,3.0,19943
2252,DE,FELTON,15087204,2008-06-02,SFR,2008,1229.0,3.0,2.0,19943
2253,DE,FELTON,14559916,2020-09-18,SFR,2005,2477.0,4.0,3.0,19943
2254,DE,FELTON,14559795,2007-11-07,SFR,2003,2897.0,4.0,3.0,19943
2255,DE,FELTON,14487344,2017-01-27,SFR,1990,2340.0,4.0,3.0,19943
2256,DE,FELTON,14337383,2008-11-25,SFR,1992,2212.0,3.0,3.0,19943
2257,DE,FELTON,14130745,2016-02-08,SFR,2003,2042.0,4.0,2.0,19943
2258,DE,FELTON,39774405,2019-12-23,SFR,2000,1317.0,3.0,2.0,19943
2259,DE,FELTON,39774420,2004-04-12,SFR,2004,2115.0,3.0,3.0,19943
2260,DE,FELTON,39777838,2004-10-15,SFR,1983,2394.0,3.0,4.0,19943
2261,DE,FELTON,39778503,2004-09-03,SFR,2002,1596.0,3.0,3.0,19943
2262,DE,FELTON,13574507,2007-09-28,SFR,2003,1216.0,3.0,2.0,19943
2263,DE,FELTON,39780826,2004-11-17,SFR,1995,1930.0,3.0,2.0,19943
2264,DE,FELTON,13500453,2017-07-14,SFR,1987,1443.0,3.0,2.0,19943
2265,DE,FELTON,39783512,2004-12-17,SFR,2003,1758.0,3.0,3.0,19943
2266,DE,FELTON,13286510,2020-06-17,SFR,2006,2550.0,4.0,3.0,19943
2267,DE,FELTON,13150298,2004-06-30,SFR,1995,2500.0,3.0,3.0,19943
2268,DE,FELTON,13150290,2011-03-18,SFR,1986,1144.0,3.0,2.0,19943
2269,DE,FELTON,13150281,2010-04-22,SFR,1952,872.0,3.0,1.0,19943
2270,DE,FELTON,13150266,2018-07-30,SFR,2003,1257.0,3.0,2.0,19943
2271,DE,FELTON,39798870,2009-07-21,SFR,2004,2872.0,4.0,3.0,19943
2272,DE,FELTON,13150255,2018-09-27,SFR,2002,1508.0,3.0,2.0,19943
2273,DE,FELTON,39801392,2005-01-04,SFR,2005,2083.0,3.0,3.0,19943
2274,DE,FELTON,39806319,2004-09-29,SFR,2000,1276.0,3.0,2.0,19943
2275,DE,FELTON,39811258,2020-04-17,SFR,2005,1286.0,3.0,2.0,19943
2276,DE,FELTON,13150245,2007-11-19,SFR,2003,1589.0,3.0,2.0,19943
2277,DE,FELTON,13100070,2018-03-19,SFR,2004,2128.0,3.0,2.0,19943
2278,DE,FELTON,39815068,2004-08-27,SFR,2000,1614.0,3.0,2.0,19943
2279,DE,FELTON,12986373,2013-01-04,SFR,2002,1317.0,3.0,2.0,19943
2280,DE,FELTON,12858818,2022-06-30,SFR,2006,2640.0,4.0,3.0,19943
2281,DE,FELTON,12199306,2007-06-21,SFR,2005,2070.0,4.0,2.0,19943
2282,DE,FELTON,11956379,2007-06-18,SFR,1990,1596.0,3.0,2.0,19943
2283,DE,FELTON,39821638,2004-02-13,SFR,2002,1475.0,4.0,2.0,19943
2284,DE,FELTON,11898317,2005-03-31,MOBILE HOME,2005,1568.0,3.0,1.0,19943
2285,DE,FELTON,39826211,2004-06-25,SFR,1975,1056.0,3.0,1.0,19943
2286,DE,FELTON,11203374,2021-08-06,SFR,1998,1503.0,3.0,2.0,19943
2287,DE,FELTON,39830725,2005-01-28,SFR,1996,2032.0,3.0,3.0,19943
2288,DE,FELTON,10879517,2015-10-22,SFR,1975,1056.0,5.0,2.0,19943
2289,DE,FELTON,10701304,2021-01-08,SFR,2003,2388.0,4.0,3.0,19943
2290,DE,FELTON,39834786,2004-12-22,SFR,1977,1736.0,3.0,3.0,19943
2291,DE,FELTON,10624478,2007-05-30,SFR,1997,1568.0,3.0,2.0,19943
2292,DE,FELTON,10474691,2007-03-30,SFR,2000,1204.0,3.0,2.0,19943
2293,DE,FELTON,10206532,2007-06-19,SFR,1989,2408.0,3.0,2.0,19943
2294,DE,FELTON,10184437,2019-05-05,SFR,1974,2824.0,3.0,3.0,19943
2295,DE,FELTON,9937980,2009-11-05,SFR,2004,1835.0,3.0,3.0,19943
2296,DE,FELTON,9808733,2015-11-23,SFR,2004,1978.0,3.0,3.0,19943
2297,DE,FELTON,39852686,2004-07-26,SFR,2001,1616.0,3.0,3.0,19943
2298,DE,FELTON,9508015,2017-07-14,SFR,1800,2620.0,3.0,2.0,19943
2299,DE,FELTON,39864160,2004-03-31,SFR,1999,1779.0,3.0,2.0,19943
2300,DE,FELTON,39864426,2004-12-17,SFR,2004,2870.0,4.0,3.0,19943
2301,DE,FELTON,39865223,2021-10-29,SFR,1989,1200.0,3.0,1.0,19943
2302,DE,FELTON,9504718,2008-03-31,SFR,1981,1372.0,3.0,1.0,19943
2303,DE,FELTON,9273340,2019-05-06,SFR,1973,1232.0,3.0,1.0,19943
2304,DE,FELTON,9267406,2019-05-10,SFR,1988,2352.0,4.0,3.0,19943
2305,MI,OWOSSO,9917966,2021-09-30,SFR,,844.0,2.0,1.0,48867
2306,MI,OWOSSO,10247341,2005-11-18,SFR,1993,1030.0,3.0,1.0,48867
2307,MI,OWOSSO,10247343,2005-10-14,SFR,1975,1848.0,3.0,2.0,48867
2308,MI,OWOSSO,10247345,2022-11-10,SFR,1955,960.0,2.0,1.0,48867
2309,MI,OWOSSO,10247346,2005-10-04,SFR,1945,1200.0,3.0,1.0,48867
2310,MI,OWOSSO,14012678,2018-10-03,MANUFACTURED HOME,1999,1144.0,3.0,2.0,48867
2311,MI,OWOSSO,15178381,2005-08-26,SFR,,1547.0,3.0,2.0,48867
2312,MI,OWOSSO,16863703,2017-03-03,SFR,1972,1144.0,3.0,2.0,48867
2313,MI,OWOSSO,16863705,2008-04-14,SFR,1960,1356.0,4.0,2.0,48867
2314,MI,OWOSSO,18256176,2020-02-12,SFR,1999,1232.0,2.0,2.0,48867
2315,MI,OWOSSO,18256177,2022-10-21,SFR,1945,1120.0,3.0,1.0,48867
2316,MI,OWOSSO,18256178,2022-07-22,SFR,,1272.0,3.0,1.0,48867
2317,MI,OWOSSO,18256179,2018-09-26,SFR,,1052.0,3.0,1.0,48867
2318,MI,OWOSSO,26625207,2017-09-20,SFR,1950,1004.0,3.0,1.0,48867
2319,MI,OWOSSO,31619348,2006-09-08,SFR,1930,917.0,2.0,1.0,48867
2320,MI,OWOSSO,31788959,2016-06-26,SFR,1952,1694.0,3.0,1.0,48867
2321,MI,OWOSSO,32250552,2013-07-02,SFR,1972,960.0,3.0,1.0,48867
